Label,Notation,Parent Notation,Sort Priority
ENGLAND,england,,1
ANGLIAN COMMUNITY ENTERPRISE CIC - CLACTON HOSPITAL,nq108,,2
ANGLIAN COMMUNITY ENTERPRISE CIC - FRYATT HOSPITAL,nq106,,3
BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,rdd,,4
BEDFORD HOSPITAL NHS TRUST,rc1,,5
CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,rgt,,6
CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,rt1,,7
EAST AND NORTH HERTFORDSHIRE NHS TRUST,rwh,,8
EAST COAST COMMUNITY HEALTHCARE - BECCLES HOSPITAL,nax03,,9
EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,rde,,10
Elysium Healthcare Limited,de8,,11
ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,r1l,,12
HERTFORDSHIRE COMMUNITY NHS TRUST,ry4,,13
HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,rwr,,14
JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,rgp,,15
LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,rc9,,16
MID ESSEX HOSPITAL SERVICES NHS TRUST,rq8,,17
MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,rd8,,18
NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,rm1,,19
NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,rmy,,20
NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,ry3,,21
NORTH WEST ANGLIA NHS FOUNDATION TRUST,rgn,,22
PROVIDE - BRAINTREE COMMUNITY HOSPITAL,nqa20,,23
PROVIDE - HALSTEAD HOSPITAL,nqa64,,24
PROVIDE - ST PETERS HOSPITAL,nqa31,,25
ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,rgm,,26
SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,raj,,27
THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,rqw,,28
